iter	Passed	Remaining
502	1171	1157
503	1173	1154
504	1175	1151
505	1177	1149
506	1179	1146
507	1181	1143
508	1183	1141
509	1185	1138
510	1186	1135
511	1188	1133
512	1190	1130
513	1192	1127
514	1194	1125
515	1196	1122
516	1198	1119
517	1201	1117
518	1203	1115
519	1204	1112
520	1206	1109
521	1208	1106
522	1210	1104
523	1212	1101
524	1214	1099
525	1216	1096
526	1218	1093
527	1220	1091
528	1222	1088
529	1224	1086
530	1226	1083
531	1228	1080
532	1231	1078
533	1233	1076
534	1235	1073
535	1237	1070
536	1238	1068
537	1240	1065
538	1242	1062
539	1244	1060
540	1246	1057
541	1249	1055
542	1251	1052
543	1253	1050
544	1254	1047
545	1256	1045
546	1258	1042
547	1260	1039
548	1262	1037
549	1264	1034
550	1266	1032
551	1268	1029
552	1270	1026
553	1272	1024
554	1274	1021
555	1276	1019
556	1279	1017
557	1281	1015
558	1284	1013
559	1286	1010
560	1287	1007
561	1289	1005
562	1291	1002
563	1293	1000
564	1295	997
565	1297	995
566	1299	992
567	1301	989
568	1303	987
569	1305	984
570	1307	982
571	1309	979
572	1311	977
573	1313	975
574	1315	972
575	1317	970
576	1319	967
577	1321	964
578	1323	962
579	1325	960
580	1327	957
581	1329	955
582	1331	952
583	1333	950
584	1335	947
585	1337	945
586	1339	942
587	1341	939
588	1343	937
589	1345	934
590	1347	932
591	1349	929
592	1351	927
593	1353	924
594	1355	922
595	1357	919
596	1359	917
597	1360	914
598	1362	912
599	1364	909
600	1366	907
601	1368	904
602	1370	902
603	1372	899
604	1374	897
605	1376	894
606	1378	892
607	1380	889
608	1382	887
609	1384	884
610	1386	882
611	1388	880
612	1390	877
613	1392	875
614	1393	872
615	1396	870
616	1398	867
617	1399	865
618	1401	862
619	1403	860
620	1405	857
621	1407	855
622	1409	853
623	1411	850
624	1413	848
625	1415	845
626	1417	843
627	1419	841
628	1421	838
629	1423	836
630	1426	834
631	1428	831
632	1430	829
633	1432	826
634	1434	824
635	1436	821
636	1438	819
637	1440	817
638	1442	814
639	1444	812
640	1446	809
641	1448	807
642	1450	805
643	1452	802
644	1454	800
645	1456	797
646	1458	795
647	1460	793
648	1461	790
649	1463	788
650	1465	785
651	1467	783
652	1469	780
653	1471	778
654	1473	776
655	1475	773
656	1477	771
657	1479	769
658	1481	766
659	1483	764
660	1485	761
661	1487	759
662	1489	757
663	1491	754
664	1493	752
665	1495	749
666	1497	747
667	1499	745
668	1501	742
669	1503	740
670	1505	737
671	1507	735
672	1508	733
673	1510	730
674	1512	728
675	1514	725
676	1516	723
677	1518	721
678	1520	718
679	1522	716
680	1524	714
681	1526	711
682	1528	709
683	1530	706
684	1532	704
685	1534	702
686	1536	699
687	1538	697
688	1540	695
689	1542	692
690	1543	690
691	1545	688
692	1547	685
693	1549	683
694	1551	681
695	1553	678
696	1555	676
697	1557	673
698	1559	671
699	1561	669
700	1563	666
701	1565	664
702	1567	662
703	1569	659
704	1571	657
705	1573	655
706	1575	652
707	1577	650
708	1579	648
709	1581	645
710	1583	643
711	1585	641
712	1587	639
713	1589	636
714	1591	634
715	1593	632
716	1595	629
717	1597	627
718	1599	625
719	1601	622
720	1603	620
721	1605	618
722	1607	615
723	1609	613
724	1611	611
725	1613	608
726	1615	606
727	1617	604
728	1619	601
729	1621	599
730	1623	597
731	1625	595
732	1627	592
733	1629	590
734	1631	588
735	1633	585
736	1635	583
737	1637	581
738	1639	579
739	1641	576
740	1643	574
741	1645	572
742	1647	569
743	1649	567
744	1651	565
745	1653	562
746	1655	560
747	1657	558
748	1659	556
749	1661	553
750	1663	551
751	1665	549
752	1667	546
753	1669	544
754	1671	542
755	1673	539
756	1674	537
757	1676	535
758	1678	533
759	1680	530
760	1682	528
761	1684	526
762	1686	523
763	1688	521
764	1690	519
765	1692	517
766	1694	514
767	1696	512
768	1698	510
769	1700	507
770	1702	505
771	1704	503
772	1705	500
773	1707	498
774	1709	496
775	1712	494
776	1714	491
777	1716	489
778	1718	487
779	1720	485
780	1721	482
781	1723	480
782	1725	478
783	1727	476
784	1729	473
785	1731	471
786	1733	469
787	1735	466
788	1737	464
789	1739	462
790	1741	460
791	1743	457
792	1745	455
793	1747	453
794	1749	451
795	1751	448
796	1753	446
797	1755	444
798	1757	442
799	1759	439
800	1761	437
801	1763	435
802	1765	433
803	1767	430
804	1769	428
805	1771	426
806	1773	424
807	1775	421
808	1777	419
809	1779	417
810	1781	415
811	1782	412
812	1784	410
813	1786	408
814	1788	406
815	1790	403
816	1793	401
817	1795	399
818	1796	397
819	1798	394
820	1800	392
821	1802	390
822	1804	388
823	1806	385
824	1809	383
825	1811	381
826	1813	379
827	1815	377
828	1817	374
829	1819	372
830	1821	370
831	1823	368
832	1825	365
833	1827	363
834	1829	361
835	1831	359
836	1833	357
837	1835	354
838	1837	352
839	1839	350
840	1841	348
841	1843	345
842	1845	343
843	1847	341
844	1849	339
845	1851	336
846	1852	334
847	1854	332
848	1856	330
849	1858	328
850	1860	325
851	1862	323
852	1864	321
853	1866	319
854	1868	316
855	1870	314
856	1872	312
857	1874	310
858	1876	308
859	1879	305
860	1881	303
861	1883	301
862	1884	299
863	1886	297
864	1888	294
865	1891	292
866	1893	290
867	1895	288
868	1897	285
869	1898	283
870	1900	281
871	1902	279
872	1904	277
873	1906	274
874	1908	272
875	1910	270
876	1912	268
877	1914	266
878	1916	263
879	1918	261
880	1920	259
881	1923	257
882	1925	255
883	1927	252
884	1928	250
885	1930	248
886	1932	246
887	1934	244
888	1936	241
889	1939	239
890	1941	237
891	1942	235
892	1944	233
893	1946	230
894	1948	228
895	1950	226
896	1952	224
897	1954	222
898	1956	219
899	1958	217
900	1960	215
901	1962	213
902	1964	211
903	1966	208
904	1968	206
905	1970	204
906	1972	202
907	1974	200
908	1976	197
909	1977	195
910	1979	193
911	1981	191
912	1984	189
913	1986	186
914	1988	184
915	1990	182
916	1992	180
917	1994	178
918	1996	175
919	1998	173
920	2000	171
921	2002	169
922	2004	167
923	2006	165
924	2008	162
925	2010	160
926	2012	158
927	2014	156
928	2016	154
929	2018	151
930	2020	149
931	2022	147
932	2024	145
933	2026	143
934	2029	141
935	2031	138
936	2033	136
937	2035	134
938	2037	132
939	2039	130
940	2041	127
941	2043	125
942	2045	123
943	2046	121
944	2048	119
945	2050	117
946	2052	114
947	2054	112
948	2056	110
949	2058	108
950	2060	106
951	2062	103
952	2064	101
953	2066	99
954	2068	97
955	2070	95
956	2072	93
957	2074	90
958	2076	88
959	2078	86
960	2079	84
961	2082	82
962	2084	80
963	2085	77
964	2087	75
965	2089	73
966	2091	71
967	2093	69
968	2095	67
969	2097	64
970	2099	62
971	2101	60
972	2103	58
973	2105	56
974	2107	54
975	2109	51
976	2111	49
977	2113	47
978	2115	45
979	2117	43
980	2119	41
981	2121	38
982	2123	36
983	2125	34
984	2127	32
985	2129	30
986	2131	28
987	2133	25
988	2135	23
989	2136	21
990	2138	19
991	2140	17
992	2142	15
993	2144	12
994	2146	10
995	2148	8
996	2150	6
997	2152	4
998	2154	2
999	2156	0
